TERM_REDUCED,SECTION,FREQ
ability,Description,8
synthesis reaction,Title,1
reaction,Title,19
nanoparticle optical property evolution,Title,3
nanoparticle optical property,Title,1
nanoparticle,Title,5
optical property,Title,9
evolution,Title,6
nanoparticlesthroughout synthesis reaction optical property,Title,1
nanoparticlesthroughout synthesis reaction,Title,1
nanoparticlesthroughout synthesis,Title,1
visualization tool,Title,1
visualization,Title,4
tool,Title,115
computer code,Description,3
computer,Description,46
code,Description,95
hardware simulation approach,Description,5
hardware,Description,5
simulation approach,Description,1
simulation,Description,85
approach,Description,49
chemical process model,Description,1
chemical process,Description,1
process,Description,77
nist industrial wireless project,Description,4
industrial wireless project,Description,1
project,Description,48
code wireless system integration,Description,1
wireless system integration,Description,3
wireless system,Description,1
integration,Description,4
different wireless scenario,Description,1
wireless scenario,Description,2
scenario,Description,18
operational performance evaluation,Description,2
operational performance,Description,1
performance,Description,77
evaluation,Description,85
external actuator sensor equipment integration,Description,2
external actuator sensor equipment,Description,1
actuator sensor equipment,Description,1
actuator sensor,Description,1
actuator,Description,2
sensor,Description,23
equipment,Description,23
adequately experimental procedure order,Description,5
adequately experimental procedure,Description,6
experimental procedure,Description,31
order,Description,40
material instrument certain commercial equipment,Description,5
material instrument,Description,5
instrument,Description,50
certain commercial equipment,Description,5
commercial equipment,Description,10
disclaimer,Description,6
purpose,Description,42
equipment material,Description,10
identification nist endorsement recommendation,Description,9
identification,Description,35
nist endorsement recommendation,Description,25
endorsement recommendation,Description,8
endorsement,Description,8
recommendation,Description,24
dsc xrd electrical testing,Title,1
electrical testing,Title,2
testing,Title,26
acoustic testing,Title,2
flexure testing,Title,2
flexure,Title,1
environment hierarchical composite,Title,2
environment,Title,63
hierarchical composite,Title,1
composite,Title,1
cnt enhanced durability,Title,1
cnt,Title,10
enhanced durability,Title,1
durability,Title,1
gaithersburg maryland usa nist campus,Title,2
nist campus,Title,3
campus,Title,3
grid photovoltaic array,Title,6
grid,Title,26
photovoltaic array,Title,5
array,Title,44
minute value,Title,4
minute,Title,39
array configuration orientation different tilt,Title,3
configuration orientation different tilt,Title,9
configuration orientation,Title,3
orientation,Title,11
different tilt,Title,6
tilt,Title,4
kw,Title,6
array monocrystalline silicon module,Title,3
monocrystalline silicon module,Title,12
silicon module,Title,6
silicon,Title,13
module,Title,15
electrical measurement wind temperature irradiance,Title,3
electrical measurement wind temperature,Title,3
electrical measurement wind,Title,3
electrical measurement,Title,3
wind,Title,15
irradiance,Title,6
hour interval array,Title,2
hour interval,Title,2
hour,Title,34
interval,Title,18
sky image nearby weather station,Title,6
sky image,Title,3
sky,Title,9
image,Title,206
nearby weather station,Title,3
weather station,Title,6
weather,Title,5
station,Title,8
average datum,Title,4
request,Title,12
high frequency,Title,3
frequency,Title,56
minute interval image second datum,Title,2
minute interval,Title,2
image second datum,Title,2
second datum,Title,4
second,Title,20
weather station data set,Title,3
set,Title,127
commercial product lead component,Description,6
commercial product,Description,2
lead component,Description,1
lead,Description,3
component,Description,40
lead free solder,Description,1
solder,Description,2
database non equilibrium solidification effect,Description,2
non equilibrium solidification effect,Description,4
non equilibrium solidification,Description,1
equilibrium solidification,Description,2
solidification,Description,1
effect,Description,30
solder relevant ternary binary system,Description,1
solder relevant,Description,2
ternary binary system,Description,1
complex microstructure material property software,Description,1
complex microstructure material property,Description,3
complex microstructure material,Description,1
complex microstructure,Description,1
microstructure,Description,6
simulated real material micrograph,Description,3
simulated real material,Description,2
micrograph,Description,1
microstructure virtual experiment,Description,1
virtual experiment,Description,3
finite microstructure geometry element mesh,Description,6
microstructure geometry element mesh,Description,1
microstructure geometry,Description,2
geometry,Description,24
element mesh,Description,1
element,Description,85
mesh,Description,24
microstructure feature user material property,Description,2
microstructure feature,Description,1
feature,Description,14
user material property,Description,1
user,Description,123
material property,Description,5
pn code sounding methodology,Description,3
code sounding methodology,Description,1
analysis trace,Description,2
analysis,Description,144
trace,Description,12
measurement complex impulse response,Description,2
complex impulse response,Description,3
impulse response,Description,5
impulse,Description,3
response,Description,28
outdoor ray reference facility,Description,2
ray reference facility,Description,1
ray,Description,63
reference facility,Description,1
facility,Description,16
ray tracing,Description,2
tracing,Description,2
industrial environment,Description,4
ghz,Description,50
propagate,Description,1
ghz radio wave reference,Description,3
radio wave reference,Description,2
radio wave,Description,2
radio,Description,3
wave,Description,28
native instrument format instrument,Title,1
native instrument format,Title,3
native instrument,Title,1
format,Title,74
raw datum set,Title,1
raw datum,Title,7
liquid chromatography mass spectrometry,Title,3
liquid chromatography mass,Title,1
liquid chromatography,Title,5
chromatography,Title,16
mass,Title,62
spectrometry,Title,16
file,Title,449
gb datum,Title,2
transferable chemical signature,Title,1
transferable chemical,Title,1
signature,Title,10
liquid chromatography mass spectrometry platform,Title,1
liquid,Title,13
chromatography mass spectrometry platform,Title,1
chromatography mass spectrometry,Title,3
chromatography mass,Title,2
platform,Title,12
human plasma metabolite analysis,Title,1
human plasma metabolite,Title,1
human plasma,Title,4
plasma,Title,6
metabolite,Title,14
data file,Title,24
timestamp application payload identification event,Title,3
timestamp application payload identification,Title,2
timestamp,Title,11
application payload identification,Title,2
application payload,Title,1
payload,Title,7
event,Title,13
framework,Title,17
event information consumer producer,Title,2
event information,Title,1
consumer producer,Title,3
consumer,Title,2
producer,Title,3
log,Title,8
wireless communication,Title,3
communication,Title,17
cyber physical system experiment,Title,1
cyber physical system,Title,4
cyber,Title,2
reliability metric latency,Title,3
reliability metric,Title,1
reliability,Title,8
latency,Title,4
reliability computing code,Title,1
computing code,Title,1
computing,Title,1
intel edison wireless latency,Title,1
wireless latency,Title,2
tolerancing specifically geometric dimensioning,Description,1
tolerancing,Description,1
specifically geometric dimensioning,Description,2
dimensioning,Description,1
cad computer aided design software,Description,1
validation verification report,Description,1
validation verification,Description,1
verification,Description,10
report,Description,30
cad model step file,Description,2
cad model,Description,5
step file,Description,2
test case cad model,Description,2
test case,Description,5
test,Description,167
pmi 2d cad drawing,Description,3
2d cad drawing,Description,1
2d,Description,7
drawing,Description,9
test case definition,Description,1
definition,Description,12
test system,Description,4
environment chemical reaction material deterioration,Description,6
environment chemical reaction,Description,2
chemical reaction,Description,4
material deterioration,Description,4
deterioration,Description,2
corrosion rate corrosion understanding,Description,2
corrosion rate corrosion,Description,2
corrosion rate,Description,2
rate,Description,60
understanding,Description,6
utensil water pipe,Description,4
utensil water,Description,2
utensil,Description,6
water,Description,40
pipe,Description,3
chemical container bridge,Description,4
chemical container,Description,6
container,Description,3
bridge,Description,6
day object design,Description,6
day object,Description,2
day,Description,20
object,Description,55
corr data dataset,Description,4
dataset,Description,430
staff,Description,5
joint agreement,Description,2
agreement,Description,6
founding,Description,4
program objective,Description,4
objective,Description,34
new corrosion problem personal computer,Description,6
corrosion problem personal computer,Description,2
corrosion problem,Description,8
problem,Description,26
personal computer,Description,4
engineer,Description,10
year,Description,42
alloy selection,Description,2
alloy,Description,14
selection,Description,10
expert advisory system,Description,2
advisory system,Description,2
software date datum relevant,Description,2
software date,Description,4
date,Description,20
datum relevant,Description,6
relevant,Description,2
temperature concentration particular condition,Description,2
temperature concentration,Description,2
concentration,Description,54
particular condition,Description,4
potentially corrosive environment,Description,2
sample observation,Description,2
observation,Description,22
different source document,Description,2
source document,Description,2
document,Description,45
record,Description,48
material time environment indicative,Description,12
material time environment,Description,4
time environment,Description,6
result,Description,165
behavior,Description,37
material environment small variation greatly,Description,2
material environment small variation,Description,2
material environment,Description,2
small variation,Description,2
variation,Description,8
greatly,Description,6
highly stochastic process,Description,4
mind,Description,7
environment material usability advice,Description,4
environment material usability,Description,2
material usability,Description,4
usability,Description,2
advice,Description,2
user evaluation material,Description,8
evaluation material,Description,4
thoroughly,Description,4
loading material range test result,Description,2
loading material range,Description,4
loading material,Description,2
loading,Description,19
test result,Description,12
environmental condition critical decision making,Description,2
environmental condition,Description,5
critical decision making,Description,8
decision making,Description,2
decision,Description,6
making,Description,2
feret database development program,Description,1
feret database,Description,4
development program,Description,1
development,Description,44
feret database distribution,Description,1
distribution,Description,44
technical agent,Description,2
feret program goal,Description,2
feret program,Description,5
goal,Description,22
human face automatic recognition,Description,2
human face,Description,1
face,Description,13
automatic recognition,Description,1
recognition,Description,10
algorithm technology new technique,Description,3
algorithm technology,Description,1
algorithm,Description,65
technology,Description,43
new technique,Description,2
facial imagery database,Description,2
facial imagery,Description,1
imagery,Description,1
database face recognition algorithm test,Description,2
face recognition algorithm test,Description,4
face recognition algorithm,Description,2
face recognition,Description,3
service matrix generation tool,Title,1
service,Title,20
matrix generation tool,Title,2
matrix generation,Title,1
matrix,Title,86
generation,Title,19
application variety,Title,2
variety,Title,24
sparse matrix,Title,1
numerical linear algebra,Title,1
linear algebra,Title,1
algebra,Title,1
algorithm comparative study use,Title,1
algorithm comparative study,Title,1
comparative study,Title,2
test datum visual repository,Title,2
test datum,Title,20
visual repository,Title,1
matrix market,Title,1
market,Title,2
wireless scenario generation,Description,2
wireless sounder measurement,Description,1
sounder measurement,Description,2
sounder,Description,5
repository code,Description,1
associated paper,Description,7
phase field,Description,2
phase,Description,74
field,Description,50
community code collaboration effort way,Description,3
community code collaboration effort,Description,2
community,Description,37
code collaboration effort,Description,3
